record_id,doi,title,year,source_databases,query_ids,abstract_available,abstract_screen_decision,abstract_screen_exclusion_code,abstract_screen_confidence,abstract_screen_basis,mechanism_evidence,global_output_evidence,full_text_status
R-a5e2d2850b27b5fd,10.1109/icite56321.2022.10101429,Smart Upgrades and Digitalization of Traditional Roads: A Case Study of Tonglu County for the Asian Games,2022,Scopus;OpenAlex,Q2,yes,advance_fulltext,,medium,"retain because of mechanism signal: target-specific detection, segmentation, tracking, or counting; full-text review required","target-specific detection, segmentation, tracking, or counting: , and reduces the emission of pollutants. An observer-based model is developed with Multi-Target Multi-Camera tracking to recognize and track pedestrians and vehicles. Simulations are carried out to test and verify various traffic flow control strategies. The successf",,pending
R-0b5772e5eee92e25,,"Smart video surveillance of pedestrians : fixed, aerial, and multi-camera methods",2016,OpenAlex,Q2,yes,advance_fulltext,,medium,"retain because of mechanism signal: target-specific detection, segmentation, tracking, or counting; full-text review required","target-specific detection, segmentation, tracking, or counting: review is provided, where research works in the the fields of crowd analysis, as well as object and people tracking, occlusion handling, multi-view and sensor fusion, and multi-target tracking are analyses and compared, and their advantages and limitations highligh",,pending
R-9c521eba3b3ed68b,10.1109/aisc56616.2023.10085370,Smart Virological Modelling of YouTube Videos,2023,Scopus;OpenAlex,Q1,yes,advance_fulltext,,low,"no high-confidence EC1, EC5, or EC6 exclusion; full-text review required",,,pending
R-23fea3cf6bff2a0c,10.1007/978-981-33-6393-9_35,Smart Water Management in Irrigation System Using IoT,2021,Scopus,Q1,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-47477eb16f020bbb,10.1016/j.hrcr.2020.12.002,Smart wearable device accessories may interfere with implantable cardiac devices,2020,OpenAlex,Q1,yes,advance_fulltext,,medium,"retain because of mechanism signal: target-specific detection, segmentation, tracking, or counting; full-text review required","target-specific detection, segmentation, tracking, or counting: nded to avoid strenuous exercise to reduce arrhythmic risk. She subsequently purchased an Apple Watch with fitness tracking capabilities to monitor her heart rate, which she wore sometimes overnight. While asleep one night, she was awoken by several beeps emanating from he",,pending
R-300b62ff90033f76,10.58286/31417,Smart-RT : End-to-end automatic radiographic images analysis through a multi-stage object detection algorithm,2025,OpenAlex,Q4,yes,advance_fulltext,,medium,retain because of mechanism signal: object or instance perception; full-text review required,object or instance perception: Smart-RT : End-to-end automatic radiographic images analysis through a multi-stage object detection algorithm. A meticulous inspection of manufactured parts is required in any production chain as well during the operations cycle to ensure the qualit,,pending
R-2688f74e0d58ba54,10.1007/978-3-031-75887-4_9,Smart-Viticulture and Deep Learning: Challenges and Recent Developments on Yield Prediction,2025,Scopus;OpenAlex,Q5;Q7,yes,advance_fulltext,,medium,retain because of mechanism signal: broad visual target-operation evidence; full-text review required,"broad visual target-operation evidence: ted to the yield estimation, an invaluable information to drive the harvest organization, plant management, and business’s economy. Traditional methods rely on destructive sampling and manual counting, resulting in error rates sometimes greater than 30%. In this chapter, we review existing techniques for the automation of yield estimation and, focu","global production, yield, biomass, or land-use output: Smart-Viticulture and Deep Learning: Challenges and Recent Developments on Yield Prediction. Abstract Smart agriculture is a trendy topic as it has a clear impact in both productivity, ecological impact, and improvement of working conditions",pending
R-a0baa7947797c234,10.22214/ijraset.2025.76386,"SmartAgroHub: A Market Place For Farmer-Customer, Along with Crop Prediction and Chatbot",2025,OpenAlex,Q1,yes,exclude_abstract,EC1,high,"global production, yield, biomass, or land-use output; evidence: nvironmental factors to provide farmers with accurate recommendations for crop selection, yield estimation, and seasonal planning. An integrated AI chatbot offers real-time assistance by answering agricultural queries, guiding users through the platform, a",,"global production, yield, biomass, or land-use output: nvironmental factors to provide farmers with accurate recommendations for crop selection, yield estimation, and seasonal planning. An integrated AI chatbot offers real-time assistance by answering agricultural queries, guiding users through the platform, a",not_needed
R-21e196341686b715,10.1109/icaccs60874.2024.10717212,Smartcart - Automatic Billing Cart for Shopping,2024,Scopus,Q2,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-e55677af7a9a95db,10.3389/frsen.2025.1553844,Smartphone application for detecting and visualizing basal stem rot disease stages in oil palm,2025,Scopus;OpenAlex,Q6,yes,advance_fulltext,,medium,retain because of mechanism signal: operation on a named target; full-text review required,"operation on a named target: Smartphone application for detecting and visualizing basal stem rot disease stages in oil palm. Introduction As one of the world’s most important oil crops, oil palm plays a crucial role in meeting global food and",,pending
R-65f7abf4461ef677,10.1109/igarss53475.2024.10642944,Smartphone Lidar Reliably Estimates Leaf Nitrogen Concentration and Shoot Biomass on Leafy Vegetable Crops,2024,Scopus;OpenAlex,Q3,yes,advance_fulltext,,medium,retain because of mechanism signal: broad visual target-operation evidence; full-text review required,"broad visual target-operation evidence: t assessment as well as phenotyping studies. Hand-held smartphone with high-density Light Detection and Ranging (LiDAR) systems capture huge amounts of three-dimensional (3D) plant structural and intensity information that can be used to estimate plant traits. Thus, we propose a semiautomatic proximal sensing approach to model p","global production, yield, biomass, or land-use output: ue and low cost. Accurate estimation of traits like leaf nitrogen concentration and shoot biomass is critical for optimal fertilizer dosing, nutrient content assessment as well as phenotyping studies. Hand-held smartphone with high-density Light Detection and Ranging (LiDAR) systems capture huge amounts of three-dime",pending
R-a354c3bb71b32523,10.2139/ssrn.5236936,Smartphone-Based 3d Imaging and Machine Learning for Canopy and Berry Cluster Volume Estimation in Wine Grapes,2025,OpenAlex,Q3,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-f0d8e4e5647830a6,10.1016/j.atech.2025.101592,Smartphone-based 3D imaging for canopy and berry cluster volume estimation in wine grapes,2025,Scopus;OpenAlex,Q3,yes,advance_fulltext,,medium,"retain because of mechanism signal: target-specific detection, segmentation, tracking, or counting; full-text review required","target-specific detection, segmentation, tracking, or counting: canopy and cluster volumes independently, ensuring comprehensive analysis and validation. Canopy volume estimation involved segmentation using the Gradient Boosting Classifier, followed by computation of 3D point volumes, achieving an RMSE of 0.23 m³ and 98% classification accuracy for","global production, yield, biomass, or land-use output: olumes is essential for precision viticulture, as it supports better vineyard management, yield prediction, and resource allocation. Traditional methods, such as manual measurements or expensive sensor-based systems, are often inaccessible to small and mid",pending
R-d76e203b205fd66f,,Smartphone-Based Attitude-Unconstrained Pedestrian Dead Reckoning System with Positioning Adjustment using Wi-Fi Fingerprinting,2025,Scopus,Q2,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-ec4ba32b09e4836f,10.1117/12.3055502,Smartphone-based fruit counting for early capsicum yield estimation,2025,Scopus;OpenAlex,Q7,yes,advance_fulltext,,medium,"retain because of mechanism signal: target-specific detection, segmentation, tracking, or counting; full-text review required","target-specific detection, segmentation, tracking, or counting: Smartphone-based fruit counting for early capsicum yield estimation. Portable, accurate and low-cost fruit counting is critical for estimating early capsicum yields. On the basis of","global production, yield, biomass, or land-use output: Smartphone-based fruit counting for early capsicum yield estimation. Portable, accurate and low-cost fruit counting is critical for estimating early capsicum yields. On the basis of lightweight YOLOv8n deep learning model, an improved YOLOv8n model is proposed. Firstly, by integrating the Gh",pending
R-39a87bd0dd9ce74f,10.1016/j.atech.2026.102252,Smartphone-based high-fidelity 3D semantic segmentation of finger millet panicles using 3D Gaussian splatting for automated phenotyping and yield estimation,2026,Scopus;OpenAlex,Q1;Q3,yes,advance_fulltext,,medium,retain because of mechanism signal: broad visual target-operation evidence; full-text review required,"broad visual target-operation evidence: its using multi-view 2D images. First, multiple-view RGB images of a single finger millet plant were captured, and COLMAP was then utilized to estimate the camera poses of the images and reconstruct the sparse point cloud, followed by advanced 3D reconstruction through 3DGS and NeRF. Second, feature 3DGS and gaussian grouping models were used to","global production, yield, biomass, or land-use output: ation of finger millet panicles using 3D Gaussian splatting for automated phenotyping and yield estimation. Finger millet is an important cereal crop widely cultivated worldwide for food and fodder. Breeding programs aim to select genotypes with desirable",pending
R-77a676dabd8c2662,10.17660/actahortic.2023.1377.8,Smartphone-based strawberry plant growth monitoring using YOLO,2023,Scopus,Q7,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-70600f73d9b8886c,10.1145/3639856.3639905,SmartShadow: Re-ID Solution for Multi-Target Multi-Camera Scenarios,2023,Scopus;OpenAlex,Q2,yes,advance_fulltext,,medium,retain because of mechanism signal: operation on a named target; full-text review required,"operation on a named target: most demand among all other problems. So there is a need for such systems to efficiently track and monitor objects of interest across multiple synchronized cameras, enhancing situational awareness and providing comprehensive insights. Will discuss how the core of",,pending
